bv2022;nb_docteurs_pondere;population_2023_bv
17283;0.0;11407.0
17299;3.633333333;68012.0
17300;22.049999994;179466.0
17306;5.3499999990000005;47609.0
17347;2.0;21685.0
17385;0.0;12774.0
17397;0.0;3447.0
17415;4.4;71868.0
17421;0.0;20266.0
17434;1.749999999;40334.0
17452;0.0;15268.0
18015;0.0;14697.0
18033;7.666666666;120027.0
18057;0.0;6233.0
18087;0.0;7062.0
18108;0.0;8109.0
18109;0.0;4576.0
18127;0.0;4066.0
18141;0.0;14920.0
18197;2.0;31526.0
18207;0.0;12425.0
18223;0.0;5082.0
18242;0.0;8555.0
18279;0.0;43284.0
19010;0.0;10085.0
19028;0.0;12434.0
19031;8.999999998;105011.0
19073;0.0;9979.0
19121;0.333333333;7274.0
19138;0.0;6640.0
19153;0.0;12624.0
19255;0.0;7572.0
19272;3.833333333;34563.0
19275;1.646825397;28664.0
19276;0.0;9627.0
21023;0.0;4797.0
21038;0.333333333;22218.0
21054;1.3333333330000001;43843.0
21154;0.0;17686.0
21231;27.749999995;311165.0
21292;0.0;40921.0
21317;0.75;30993.0
21416;0.0;3403.0
21425;0.5;9549.0
21464;0.25;14457.0
21501;0.0;8266.0
21584;0.0;9664.0
21603;0.0;12080.0
21607;0.0;9474.0
21663;0.0;8637.0
22004;0.0;19159.0
22020;0.0;14295.0
22025;0.0;5635.0
22050;3.083333333;79415.0
22054;0.0;8680.0
22055;0.5;15047.0
22070;1.0;37301.0
22093;2.95;47704.0
22113;4.45;64553.0
22121;0.0;8765.0
22136;1.0;39967.0
22143;0.0;8776.0
22147;0.0;7111.0
22162;0.5;23027.0
22172;0.0;13037.0
22186;0.0;6385.0
22194;0.0;4577.0
22203;0.0;5681.0
22206;0.0;12115.0
22222;0.0;4886.0
22262;0.0;16205.0
22266;0.0;18577.0
22278;11.1;129677.0
22362;1.0;23876.0
23008;0.888888888;19802.0
23013;0.0;5723.0
23025;0.0;3317.0
23030;0.0;8388.0
23031;0.0;6065.0
23075;0.0;5861.0
23076;0.0;5192.0
23096;1.174603176;44054.0
23176;1.0;22676.0
24037;6.035714286;59261.0
24064;0.0;8087.0
24067;2.0;17203.0
24164;1.25;12690.0
24167;0.0;6325.0
24223;0.0;15645.0
24291;0.0;13162.0
24294;1.0;17446.0
24299;0.0;10296.0
24309;0.0;8851.0
24311;0.5;18903.0
24322;12.142857143;102612.0
24352;1.392857143;17512.0
24372;0.75;10829.0
24396;0.25;4063.0
24520;0.0;29257.0
24547;0.0;15877.0
24551;0.0;14310.0
24571;0.0;4712.0
25047;0.0;13756.0
25056;22.999999994;188020.0
25315;0.0;9815.0
25356;0.0;16989.0
25388;5.666666666;136788.0
25411;0.0;31756.0
25434;1.0;15016.0
25462;2.0;63245.0
25463;0.0;14874.0
25495;0.0;9534.0
25512;0.0;6092.0
25527;0.0;20932.0
25532;0.0;10391.0
25578;0.0;26949.0
26037;0.0;13199.0
26063;0.0;4590.0
26064;3.0;14503.0
26108;2.0;21012.0
26113;0.0;11394.0
26114;0.0;7498.0
26116;0.0;6706.0
26165;1.0;29629.0
26176;0.0;6030.0
26198;8.566666665;89691.0
26220;0.0;13642.0
26235;0.5;14900.0
26281;5.983333333;82649.0
26301;0.0;12415.0
26307;0.0;13276.0
26324;0.0;13559.0
26325;0.0;21782.0
26333;0.0;22074.0
26362;16.516666666;150041.0
27016;0.0;16599.0
27051;0.0;9361.0
27056;2.0;33258.0
27065;0.0;11899.0
27103;0.0;21985.0
27105;0.0;5845.0
27112;0.0;8076.0
27116;0.0;16049.0
27165;0.0;14011.0
27170;1.5;3714.0
27198;0.0;8900.0
27226;0.0;11291.0
27229;11.066666664;86162.0
27246;0.0;15562.0
27275;0.0;27483.0
27284;0.5;30843.0
27306;0.0;5745.0
27375;1.5;60097.0
27428;0.5;18133.0
27448;1.2;16796.0
27467;1.2;39452.0
27469;0.0;22649.0
27507;0.0;8825.0
27679;1.7;17079.0
27681;5.333333332;50897.0
28007;0.2;42917.0
28015;0.0;16813.0
28051;0.0;10500.0
28061;0.333333333;16902.0
28085;12.453968253;122352.0
28088;0.5;22116.0
28089;0.0;11924.0
28103;0.0;6620.0
28116;0.0;12854.0
28134;3.6;86991.0
28140;0.0;22536.0
28196;0.0;10983.0
28199;0.0;11493.0
28214;0.0;9835.0
28227;0.0;15406.0
28279;0.0;13701.0
28280;3.983333333;29719.0
28373;0.0;6388.0
28422;0.0;9952.0
29004;0.0;6725.0
29019;26.166666663;231825.0
29020;1.25;11650.0
29024;1.416666666;23636.0
29026;1.666666666;19772.0
29027;0.0;13078.0
29039;1.0833333330000001;37941.0
29042;0.0;16454.0
29046;0.833333333;24392.0
29053;0.0;11377.0
29058;1.0;26204.0
29069;0.0;13407.0
29103;0.333333333;39849.0
29105;0.5;29689.0
29113;0.0;5974.0
29124;3.0;34387.0
29147;0.0;5056.0
