bv2022;nb_docteurs_pondere;population_2023_bv
60176;2.583333333;28654.0
60178;0.0;8310.0
60223;0.0;14825.0
60245;0.0;7364.0
60286;0.0;18259.0
60360;0.0;40128.0
60395;2.0;53623.0
60471;2.0;36595.0
60500;0.0;27221.0
60509;1.0;21917.0
60533;0.0;6827.0
60581;0.0;23961.0
60612;2.866666667;20826.0
60636;0.0;26938.0
60667;0.0;5997.0
61001;3.7916666660000002;63888.0
61006;3.749999999;33889.0
61038;0.0;7786.0
61145;0.9;13315.0
61168;0.0;26481.0
61169;0.0;43605.0
61181;0.0;4036.0
61214;2.5;34927.0
61293;0.325;25739.0
61464;0.0;13250.0
61486;0.0;6670.0
61508;0.333333333;6974.0
62014;0.0;54316.0
62038;0.0;19447.0
62041;9.716666666;125975.0
62045;0.0;9727.0
62048;0.0;68193.0
62057;0.0;17913.0
62060;0.0;6390.0
62080;0.0;18060.0
62108;2.0;23620.0
62119;5.972619051;73915.0
62160;8.166666665000001;103941.0
62178;4.625000003;47549.0
62193;5.499999999;98492.0
62268;0.0;20083.0
62318;2.083333333;31861.0
62361;0.0;8043.0
62364;0.0;6784.0
62397;0.0;9636.0
62447;3.75;17845.0
62497;0.0;13351.0
62498;25.132142863;356405.0
62534;0.0;15931.0
62560;0.0;21841.0
62588;2.0;24195.0
62617;0.0;36546.0
62765;4.0;82261.0
62767;0.0;18973.0
62773;0.0;6637.0
62861;0.0;7829.0
62893;0.0;13099.0
62895;0.0;24945.0
63003;0.0;18004.0
63010;0.0;3197.0
63038;0.0;4458.0
63040;0.0;13717.0
63047;0.0;8252.0
63113;39.499999995;341230.0
63125;0.0;13275.0
63178;2.333333333;59882.0
63195;0.0;11688.0
63214;0.0;10719.0
63283;0.0;3929.0
63284;0.0;23470.0
63285;1.0;4849.0
63300;0.833333333;80841.0
63338;0.0;10295.0
63430;0.0;40765.0
63457;0.0;10599.0
64061;1.4000000000000001;7173.0
64062;0.0;9311.0
64063;0.0;4272.0
64102;25.000503655;216592.0
64160;0.9480311339999999;18231.0
64233;0.0;4996.0
64256;1.198031134;13071.0
64260;1.371108057;30060.0
64320;0.0;2176.0
64331;0.0;4788.0
64371;0.0;13479.0
64393;0.0;6169.0
64410;0.733333334;10666.0
64416;0.0;5912.0
64417;1.4000000000000001;29071.0
64422;2.65;28054.0
64430;2.027472525;34330.0
64445;12.250000001;207512.0
64453;0.0;5406.0
64483;6.916666668;26772.0
64485;1.5;13208.0
64493;1.866666666;12210.0
64495;0.0;10027.0
64499;0.0;16588.0
64526;0.0;8721.0
65025;0.0;12533.0
65031;1.3333333330000001;6992.0
65059;0.0;18210.0
65258;0.983333333;20702.0
65286;3.083333333;22091.0
65295;0.0;2684.0
65304;0.0;6195.0
65440;8.933333332;120254.0
65452;0.0;3738.0
65460;1.0;17674.0
66003;0.0;9876.0
66016;0.0;5705.0
66024;4.0;14514.0
66025;0.0;6091.0
66037;0.0;24293.0
66049;1.0;12082.0
66088;2.166666667;14568.0
66108;0.0;9096.0
66124;0.25;9128.0
66136;23.950000001;242694.0
66144;0.0;13008.0
66148;0.0;6774.0
66149;2.3333333339999998;17615.0
66171;4.0;66685.0
66180;4.7023809530000005;34781.0
66210;2.500000001;19519.0
67021;1.2;18664.0
67028;0.0;24634.0
67061;0.0;7760.0
67067;2.0;23340.0
67095;0.0;14139.0
67106;0.0;9689.0
67130;1.10952381;20254.0
67152;0.0;11924.0
67180;15.792857142;94323.0
67202;1.1;16969.0
67205;0.0;8396.0
67222;1.3333333330000001;15226.0
67281;0.0;11791.0
67282;0.0;12596.0
67283;0.0;6057.0
67300;0.7;43735.0
67348;1.45;22947.0
67372;0.0;14223.0
67388;1.0;24233.0
67411;1.0;14263.0
67434;1.0;6722.0
67437;2.033333333;28588.0
67448;1.585714286;26926.0
67462;4.792857143;49801.0
67463;0.0;17837.0
67474;0.0;22423.0
67482;62.416666666;513754.0
67495;0.25;14409.0
67507;0.0;11335.0
67519;0.333333333;13783.0
67520;1.616666667;15071.0
67544;1.0;14197.0
67550;0.0;12215.0
68004;3.0;14483.0
68063;0.0;24653.0
68066;20.833333333;143525.0
68068;0.0;19265.0
68082;0.0;25490.0
68112;1.0;41906.0
68138;0.0;28074.0
68162;0.0;15889.0
68201;0.0;19036.0
68224;22.166666666;274243.0
68226;0.0;17212.0
68269;1.5;16092.0
68287;1.166666666;12493.0
68297;3.0;61108.0
68298;0.0;9756.0
68309;0.5;28101.0
68334;0.5;29858.0
69006;0.0;15703.0
69010;1.0;29048.0
69018;0.0;8459.0
69019;0.7;49818.0
69024;0.0;12068.0
69064;0.0;19734.0
69066;0.0;7846.0
69091;3.216666667;60990.0
69112;2.599999999;32800.0
69123;136.680036621;1492956.0
69141;2.0;22142.0
69143;0.0;40672.0
69201;0.0;6481.0
69220;0.0;7888.0
69227;0.5;10621.0
69238;0.0;10500.0
69243;1.8333333330000001;27955.0
69248;0.0;9234.0
69264;10.349999999;135328.0
69287;0.0;12775.0
70198;0.0;5305.0
70279;0.0;23043.0
70285;0.0;21335.0
70292;0.0;12918.0
70310;0.2;39066.0
70311;2.0;25847.0
70334;0.0;14738.0
70421;0.0;14983.0
70447;0.0;12251.0
70467;0.0;10281.0
70550;2.0;49559.0
70561;0.0;4120.0
71014;2.833333333;29572.0
71047;0.0;11283.0
71073;0.0;16633.0
71076;13.271428574;118249.0
71090;0.0;17694.0
71106;0.0;9221.0
71120;0.0;11953.0
71133;0.0;9321.0
71137;0.0;22222.0
71153;2.0;42898.0
71176;2.0;14236.0
71192;0.0;5249.0
71221;0.25;11828.0
71230;0.0;12234.0
71263;1.0;23263.0
71270;8.583333332;90253.0
71275;0.0;6027.0
71306;1.5;47369.0
71310;2.0;10361.0
71342;0.25;17555.0
71351;0.0;5605.0
71417;0.0;5351.0
71419;0.0;9659.0
71512;0.0;6863.0
71543;0.0;19759.0
72029;0.0;7387.0
72039;0.0;10908.0
72068;0.0;9335.0
72071;0.7250000000000001;15389.0
72089;0.0;8142.0
72090;0.0;20627.0
72124;0.0;19588.0
72132;0.666666666;25108.0
72138;0.0;9128.0
72143;0.0;6591.0
72154;0.65;23829.0
72168;0.0;10586.0
72176;0.0;7497.0
72180;0.0;13728.0
72181;20.058333335;271269.0
72189;0.0;4666.0
72213;0.0;12563.0
72231;0.0;8645.0
72264;0.583333333;32644.0
72269;1.0;14871.0
72334;0.0;8675.0
72346;0.0;27085.0
72373;0.0;4829.0
73006;1.0;8221.0
73008;10.292857142;57334.0
73010;0.0;11848.0
73011;4.5;49250.0
73034;0.0;3425.0
73054;0.0;13517.0
73055;0.0;6717.0
73065;13.987179486;147459.0
73157;0.0;8414.0
73171;0.0;8493.0
73181;0.0;18488.0
73215;0.0;9390.0
73236;0.0;9850.0
73248;2.0;27329.0
73270;0.0;16571.0
73303;0.0;8826.0
73304;0.0;3486.0
73330;0.0;7851.0
74010;18.185714281;211658.0
74012;8.33333333;118644.0
74042;3.783333333;27516.0
74043;0.0;8547.0
74056;0.5;12673.0
74081;1.166666666;53371.0
74096;0.0;18476.0
74105;0.0;21912.0
74123;2.333333331;16413.0
74137;0.0;16809.0
74191;0.0;8712.0
74220;0.0;14589.0
74224;0.333333333;23303.0
74225;0.916666666;43980.0
74236;0.0;14497.0
74243;2.166666667;51232.0
74256;2.5;34532.0
74258;0.0;4488.0
74269;1.142857143;12675.0
74276;0.0;8416.0
74280;0.0;15194.0
74281;7.3333333320000005;113425.0
74311;0.0;14845.0
75056;873.4626983320001;10760070.0
76034;0.916666666;15332.0
76035;0.0;17667.0
76057;3.033333333;32678.0
76101;0.0;11496.0
76114;0.333333333;26122.0
76146;0.0;7932.0
76159;0.0;12773.0
76164;0.0;10976.0
76196;0.0;13178.0
76217;5.25;70339.0
76219;0.0;8488.0
76222;0.0;20827.0
76255;0.0;28201.0
76258;0.0;8959.0
76259;0.5;40987.0
76276;0.0;12940.0
76302;2.083333333;11953.0
76312;0.5;21446.0
76351;9.916666666;234852.0
76400;0.0;11583.0
76462;1.583333332;16871.0
76476;1.3333333330000001;33443.0
76482;0.0;12582.0
76540;35.316666659;547768.0
76647;0.0;17700.0
76648;0.0;5775.0
76655;0.0;8648.0
76752;0.0;8945.0
76758;6.733333335;31376.0
77051;0.0;7385.0
77053;0.5;43429.0
77088;0.0;6495.0
77100;0.0;8956.0
77118;0.0;22937.0
77131;2.0;59857.0
77142;0.0;12333.0
77153;0.0;39051.0
77171;0.0;25297.0
77182;0.0;21576.0
77183;2.1666666660000002;32694.0
77186;6.833333331;55409.0
77192;0.0;26599.0
77268;0.0;19281.0
77284;4.8333333320000005;128582.0
77288;8.899999999;117796.0
77305;3.5833333310000004;60285.0
77316;1.0;29966.0
77327;0.0;35200.0
77333;1.999999999;38199.0
77379;1.8166666660000002;37394.0
77393;1.0;7714.0
77407;1.0;38190.0
77437;0.0;4822.0
77458;0.0;12782.0
77470;1.666666666;23991.0
78029;2.166666667;16918.0
78089;0.0;17792.0
78217;1.25;38408.0
78220;0.0;10397.0
78267;0.0;19376.0
78310;1.055555555;26405.0
78361;8.166666666;123286.0
78420;0.5;6561.0
78455;0.5;21586.0
78486;0.5;9902.0
78513;0.0;8402.0
78517;4.420634918;32883.0
78537;0.0;15513.0
79005;0.0;9960.0
79048;0.0;10467.0
79049;1.95;31627.0
79061;0.0;9462.0
79062;0.0;13674.0
79079;0.0;10611.0
79083;0.0;6661.0
79101;0.0;10853.0
79174;0.0;18941.0
79179;0.166666667;12491.0
79191;14.149999998;127944.0
79195;0.0;7509.0
79202;0.0;36228.0
79270;0.0;26848.0
79307;0.0;5628.0
79311;0.0;3885.0
79329;1.0;34326.0
80001;7.7666666630000005;47021.0
80010;0.0;5388.0
80013;0.0;9764.0
80016;1.0;29062.0
80021;23.666666659;215290.0
80211;0.0;6836.0
80212;0.0;15575.0
80222;0.0;5403.0
80253;0.766666667;26623.0
80318;0.0;18300.0
80368;0.0;24849.0
80373;0.0;8201.0
80410;0.0;20946.0
80561;0.0;11716.0
80570;0.0;12164.0
80606;0.0;5926.0
80620;0.0;26113.0
80630;0.0;5965.0
80680;0.0;16647.0
80685;0.0;15903.0
80688;0.0;12179.0
80721;0.0;8609.0
80799;0.0;8522.0
81003;0.0;3341.0
81004;10.749999999;102999.0
81060;0.0;26637.0
81065;4.416666667;82452.0
81099;2.583333333;37336.0
81105;2.0;20119.0
81120;0.0;7198.0
81124;0.0;7198.0
81140;3.366666667;19930.0
81163;2.166666667;29629.0
81219;0.0;9514.0
81220;2.642857143;11256.0
81222;0.0;11135.0
81271;0.0;12618.0
82013;0.0;11849.0
82033;3.009523808;25235.0
82037;0.642857143;21526.0
82075;0.0;7317.0
82087;0.0;7312.0
82112;0.0;23034.0
82121;10.926190472;101767.0
82125;0.0;10253.0
82134;0.0;13983.0
82155;0.0;8166.0
82186;0.333333333;20278.0
82190;0.0;10033.0
83007;1.2;2814.0
83012;0.0;10737.0
83019;2.0;15191.0
83023;2.0;26721.0
83032;0.0;9194.0
83036;0.0;12615.0
83042;0.5;13836.0
83050;5.049999999;84408.0
83055;1.2;17908.0
83061;20.983333331;108209.0
83064;0.0;14806.0
83071;0.0;10584.0
83072;0.0;13350.0
83073;2.4166666660000002;25301.0
83081;0.0;11006.0
83091;0.0;6084.0
83104;0.0;5166.0
83106;0.0;11214.0
83107;0.0;15442.0
83115;2.6666666660000002;23692.0
83116;2.619047619;33906.0
83119;1.976190476;8157.0
83121;0.0;6901.0
83137;67.374999992;627661.0
83148;0.0;14553.0
84003;2.0;27462.0
84007;18.041666662;255172.0
84019;0.333333333;27765.0
84031;6.583333333;95470.0
84035;2.833333333;56329.0
84054;2.333333333;33765.0
84071;1.75;11310.0
84087;5.166666665;62276.0
84089;0.583333333;34703.0
84106;0.0;12093.0
84123;0.0;5703.0
84133;0.0;8280.0
84137;2.0;19303.0
84138;0.0;21695.0
85003;1.4000000000000001;21573.0
85018;0.0;13388.0
85019;0.0;8659.0
85020;0.0;7184.0
85035;0.0;8337.0
85047;5.717857142;50909.0
85051;0.0;17971.0
85059;0.0;15602.0
85084;0.0;15642.0
85092;2.9;39400.0
85109;4.658333332;39909.0
85113;0.25;4883.0
85128;1.5;36095.0
85146;2.4166666660000002;56765.0
85151;0.0;18266.0
85152;0.0;11344.0
85156;1.4000000000000001;8958.0
85163;1.0;9342.0
85178;0.0;10660.0
85182;0.0;22698.0
85191;6.499999999;108874.0
85194;5.8;59578.0
85215;0.0;7753.0
85223;0.0;7055.0
85226;1.4000000000000001;42927.0
85234;0.0;13568.0
85288;0.0;23128.0
85294;0.0;7264.0
86066;1.5;76462.0
86070;0.0;17241.0
86078;0.0;12757.0
86082;0.0;8892.0
86092;0.0;6702.0
86103;0.0;8957.0
86112;0.0;3905.0
86128;0.0;6948.0
86137;0.0;17902.0
86139;0.0;10634.0
86140;0.0;10221.0
86165;0.0;11387.0
86177;0.0;25416.0
86194;19.499999999;194485.0
86293;0.0;7757.0
86294;0.0;12927.0
87001;0.0;14311.0
87002;0.0;10914.0
87011;1.263492064;17091.0
87014;0.0;9138.0
87032;0.0;6425.0
87064;0.5;15937.0
87085;14.740476193;237463.0
87106;0.0;5866.0
87126;0.0;14570.0
87154;4.757936509;23483.0
87161;0.5;11000.0
87187;1.816666667;15061.0
88075;0.0;10406.0
88078;0.0;15245.0
88090;0.0;18932.0
88114;0.333333333;10920.0
88160;6.0;87747.0
88181;0.0;11449.0
88196;0.0;11137.0
88304;0.0;18002.0
88321;0.0;31230.0
88367;0.0;13801.0
88372;0.0;23190.0
88383;2.5;36048.0
88408;0.0;4152.0
88413;1.142857143;38899.0
88468;0.0;12189.0
88486;0.0;6934.0
88487;0.0;4149.0
88516;0.0;8245.0
88530;0.0;9173.0
89003;0.0;8715.0
89024;2.333333333;81142.0
89025;0.0;25834.0
89068;0.0;7830.0
89086;0.0;12405.0
89206;0.0;15280.0
89257;1.0;20468.0
89309;0.5;14042.0
89345;0.0;21276.0
89368;0.0;3722.0
89387;5.033333333;69474.0
89418;0.75;15821.0
89419;0.0;15032.0
89464;0.0;16077.0
90010;15.166666665000001;96374.0
90033;1.0;18884.0
90052;0.0;6513.0
91016;0.0;19505.0
91021;6.166666666;48271.0
91045;0.0;28314.0
91105;0.0;25796.0
91200;0.0;20847.0
91223;3.5;42205.0
91226;0.0;20556.0
91232;0.5;17941.0
91338;0.0;30513.0
91376;0.0;7270.0
91405;0.0;17295.0
95250;1.0;38355.0
95313;3.999999999;27500.0
95351;0.0;18529.0
95355;0.0;16617.0
95370;0.0;11328.0
95487;1.0;63341.0
95652;2.333333332;20630.0
97101;13.0;262309.0
97105;6.0;50499.0
97106;0.0;11889.0
97107;1.0;17684.0
97112;0.0;10350.0
97122;0.0;10019.0
97129;1.0;21410.0
97209;13.0;117525.0
97213;3.0;39400.0
97222;6.0;146066.0
97225;0.0;15907.0
97228;1.0;41732.0
97302;5.0;172375.0
97304;0.0;29401.0
97311;0.0;92220.0
97404;0.75;26000.0
97409;0.333333333;66153.0
97410;3.333333333;65109.0
97411;10.033333333;218278.0
97412;1.5;57356.0
97413;2.083333333;36163.0
97414;3.2;59981.0
97415;19.266666665;185846.0
97416;14.499999998;174793.0
97608;0.0;0.0
97611;0.0;0.0
BV2022;0.0;0.0
