bv2022;libelle;dep;region;lat;lon;population;nb_docteurs_pondere;densite_100k
04166;Riez;04;Provence-Alpes-Côte d'Azur;43.81450977577984;6.148648821494284;10323.0;0.0;0.0
04173;Saint-André-les-Alpes;04;Provence-Alpes-Côte d'Azur;43.99578349676444;6.53401368230817;9592.0;0.0;0.0
04209;Sisteron;04;Provence-Alpes-Côte d'Azur;44.242169794986765;5.974834783534065;17439.0;0.0;0.0
05006;L'Argentière-la-Bessée;05;Provence-Alpes-Côte d'Azur;44.80954813118294;6.469346418422152;5477.0;0.0;0.0
05023;Briançon;05;Provence-Alpes-Côte d'Azur;44.94900287163039;6.6123782185536655;19882.0;1.0;5.029675082989638
05040;Chorges;05;Provence-Alpes-Côte d'Azur;44.42335480260545;6.3086445848813835;12465.0;0.0;0.0
05046;Embrun;05;Provence-Alpes-Côte d'Azur;44.55661508815232;6.486287658784363;13385.0;0.5;3.735524841240194
05061;Gap;05;Provence-Alpes-Côte d'Azur;44.60970501230447;6.154990702946545;55177.0;6.333333333;11.478212539645142
05065;Guillestre;05;Provence-Alpes-Côte d'Azur;44.706929289022526;6.790830383420398;7991.0;0.0;0.0
05070;Laragne-Montéglin;05;Provence-Alpes-Côte d'Azur;44.30327638323126;5.73911202291817;8355.0;0.0;0.0
05132;Saint-Bonnet-en-Champsaur;05;Provence-Alpes-Côte d'Azur;44.73956761960263;6.056309025323606;7835.0;0.0;0.0
05170;Tallard;05;Provence-Alpes-Côte d'Azur;44.4274390742691;5.997790923456046;6962.0;2.333333336;33.5152734271761
05179;Veynes;05;Provence-Alpes-Côte d'Azur;44.50688578413517;5.684562541182575;11071.0;0.0;0.0
06029;Cannes;06;Provence-Alpes-Côte d'Azur;43.70450033993078;6.861972999451009;411376.0;46.333333328;11.263013235580102
06033;Carros;06;Provence-Alpes-Côte d'Azur;44.05193757927303;7.12783720538236;44775.0;1.0;2.233389168062535
06048;Contes;06;Provence-Alpes-Côte d'Azur;43.859251300848264;7.3373954669145265;17795.0;2.166666665;12.175704776622647
06083;Menton;06;Provence-Alpes-Côte d'Azur;43.97931465154467;7.517559443513114;80492.0;6.3333333320000005;7.868276762908115
06088;Nice;06;Provence-Alpes-Côte d'Azur;43.74222822245329;7.176145713602029;569035.0;71.774999983;12.613459626033547
06099;Puget-Théniers;06;Provence-Alpes-Côte d'Azur;44.03969174559002;6.8748244988254585;9039.0;0.125;1.3828963380904968
07010;Annonay;07;Auvergne-Rhône-Alpes;45.20787714062004;4.625843298529447;49868.0;1.333333333;2.673725300794096
07019;Aubenas;07;Auvergne-Rhône-Alpes;44.657258016575526;4.320571744693496;55377.0;4.666666666;8.427084648861442
07042;Bourg-Saint-Andéol;07;Auvergne-Rhône-Alpes;44.39982879321672;4.583842803823436;13113.0;0.0;0.0
07064;Le Cheylard;07;Auvergne-Rhône-Alpes;44.89020653522432;4.361160902499109;9092.0;0.0;0.0
07110;Joyeuse;07;Auvergne-Rhône-Alpes;44.52190275224181;4.140504448020807;10117.0;0.0;0.0
07129;Lamastre;07;Auvergne-Rhône-Alpes;44.99914313278446;4.589445924901444;7538.0;0.0;0.0
07132;Largentière;07;Auvergne-Rhône-Alpes;44.554399564161855;4.257799522568192;5102.0;0.0;0.0
07186;Privas;07;Auvergne-Rhône-Alpes;44.754439207865566;4.570032029520409;31036.0;1.7;5.477509988400567
07201;Ruoms;07;Auvergne-Rhône-Alpes;44.4376933124421;4.316384285349487;6296.0;0.0;0.0
07324;Tournon-sur-Rhône;26;Auvergne-Rhône-Alpes;45.075406331575486;4.759158039300419;42694.0;0.0;0.0
07330;Vallon-Pont-d'Arc;07;Auvergne-Rhône-Alpes;44.41266913328606;4.437605997482986;5247.0;0.0;0.0
07334;Les Vans;07;Auvergne-Rhône-Alpes;44.427723637030084;4.046155137259394;9466.0;0.0;0.0
07338;Vernoux-en-Vivarais;07;Auvergne-Rhône-Alpes;44.89559003121781;4.615239301321354;3582.0;0.0;0.0
07341;Villeneuve-de-Berg;07;Auvergne-Rhône-Alpes;44.55757821841032;4.511973329868492;5142.0;0.0;0.0
07349;La Voulte-sur-Rhône;07;Auvergne-Rhône-Alpes;44.84199072822346;4.753435254520832;14820.0;0.0;0.0
08090;Carignan;08;Grand Est;49.62886367617799;5.22421217320018;9424.0;0.0;0.0
08105;Charleville-Mézières;08;Grand Est;49.725660298689704;4.596493233368505;98012.0;8.0;8.16226584499857
08185;Fumay;08;Grand Est;49.99333054939626;4.729476763048446;5548.0;0.0;0.0
08190;Givet;08;Grand Est;50.09407977569578;4.784592774884591;14080.0;0.0;0.0
08302;Monthermé;08;Grand Est;49.900236569433055;4.790002931646689;5966.0;0.0;0.0
08328;Nouzonville;08;Grand Est;49.82044222453955;4.807951517944763;8089.0;0.0;0.0
08362;Rethel;08;Grand Est;49.528947870781195;4.320581472947659;36885.0;1.0;2.71112918530568
08363;Revin;08;Grand Est;49.896899477318726;4.493829167867851;14798.0;0.0;0.0
08409;Sedan;08;Grand Est;49.65105349661956;4.973184967078625;50590.0;0.0;0.0
08490;Vouziers;08;Grand Est;49.39089560787233;4.72256165845332;16835.0;0.0;0.0
09122;Foix;09;Occitanie;42.96432933424003;1.533208108419232;21751.0;0.0;0.0
09160;Lavelanet;09;Occitanie;42.91719194693691;1.8855370513406686;20859.0;0.0;0.0
09167;Lézat-sur-Lèze;09;Occitanie;43.24696434030621;1.3641199306923728;9994.0;0.0;0.0
09185;Mazères;09;Occitanie;43.236850639286345;1.7174794822016783;8993.0;0.0;0.0
09194;Mirepoix;09;Occitanie;43.09305269300657;1.8830722884442037;7443.0;0.0;0.0
09225;Pamiers;09;Occitanie;43.101236369012305;1.6150817729412505;45579.0;1.6666666660000002;3.656654744509533
09261;Saint-Girons;09;Occitanie;42.903050224602715;1.1616343206995445;26686.0;2.333333333;8.743660844637638
09282;Saverdun;09;Occitanie;43.22533593032614;1.5539145868707676;5576.0;2.866666667;51.41080823170732
09306;Tarascon-sur-Ariège;09;Occitanie;42.73363808696218;1.6692574383480572;15328.0;0.0;0.0
10003;Aix-Villemaur-Pâlis;10;Grand Est;48.237308015845755;3.7209792115882823;14845.0;0.0;0.0
10006;Arcis-sur-Aube;10;Grand Est;48.584299962761115;4.195740497108479;13823.0;0.0;0.0
10033;Bar-sur-Aube;10;Grand Est;48.21234937063158;4.762877148325682;13898.0;1.0;7.195279896387969
10034;Bar-sur-Seine;10;Grand Est;48.05008536104989;4.36428833129413;17013.0;0.0;0.0
10064;Brienne-le-Château;10;Grand Est;48.407402889120576;4.526964937849193;9785.0;0.0;0.0
10268;Nogent-sur-Seine;10;Grand Est;48.45018957004052;3.4997601456965572;15822.0;0.0;0.0
10323;Romilly-sur-Seine;10;Grand Est;48.496246784151715;3.775689041755955;38107.0;1.916666666;5.029697079276773
10387;Troyes;10;Grand Est;48.28785943723646;4.169410210094931;190980.0;9.98333333;5.227423463189863
11049;Bram;11;Occitanie;43.22822982848161;2.088002791761829;15883.0;0.0;0.0
11069;Carcassonne;11;Occitanie;43.278430271359284;2.341620414206354;91821.0;8.916666667;9.710923064440596
11076;Castelnaudary;11;Occitanie;43.30618302375002;1.944274195244917;23977.0;0.583333333;2.432887070942987
11106;Coursan;11;Occitanie;43.22624586108292;3.1345568895876506;13352.0;0.0;0.0
11203;Lézignan-Corbières;11;Occitanie;43.10739465864576;2.651209473153072;37836.0;1.577380953;4.168995012686331
11206;Limoux;11;Occitanie;43.06215262577669;2.1998599348666157;26216.0;0.5;1.9072322245956668
11262;Narbonne;11;Occitanie;43.22644721362917;2.951732944371613;103375.0;7.648809526;7.399090230713422
11266;Port-la-Nouvelle;11;Occitanie;43.01921858169688;3.040177570862129;5852.0;0.0;0.0
11304;Quillan;11;Occitanie;42.84351807721248;2.211957053701338;14356.0;0.0;0.0
11379;Sigean;11;Occitanie;42.9961847393156;2.8591311592551283;12439.0;0.0;0.0
11397;Trèbes;11;Occitanie;43.19250767224807;2.460907838852279;8501.0;0.0;0.0
12052;Capdenac-Gare;12;Occitanie;44.561616184419655;2.1086073900371414;8088.0;0.0;0.0
12056;Baraqueville;12;Occitanie;44.27594772832464;2.4181554765950226;7627.0;0.0;0.0
12089;Decazeville;12;Occitanie;44.57168120388091;2.2665370873253914;19358.0;0.0;0.0
12096;Espalion;12;Occitanie;44.57210512736069;2.7401614573760664;16889.0;0.0;0.0
12119;Laguiole;12;Occitanie;44.755862622111515;2.823639764256809;11051.0;0.0;0.0
12120;Laissac-Sévérac l'Église;12;Occitanie;44.35219278550706;2.87334715807999;5436.0;0.0;0.0
12133;Luc-la-Primaube;12;Occitanie;44.222544303550045;2.670288649644802;20985.0;0.0;0.0
12138;Marcillac-Vallon;12;Occitanie;44.515304240635935;2.449394631682859;12908.0;0.0;0.0
12145;Millau;12;Occitanie;44.09839300446598;3.212201833781099;39456.0;2.107575757;5.3415849477899435
12148;Montbazens;12;Occitanie;44.45740952067412;2.191969327394212;5584.0;0.0;0.0
12169;Naucelle;12;Occitanie;44.174654207207354;2.32806080856347;4635.0;0.0;0.0
12197;Réquista;12;Occitanie;44.039075050757745;2.5574020503344523;10438.0;0.0;0.0
12198;Rieupeyroux;12;Occitanie;44.28971532503418;2.2542387107382704;5578.0;0.0;0.0
12199;Rignac;12;Occitanie;44.41173988215183;2.298260738911397;4057.0;0.0;0.0
12202;Rodez;12;Occitanie;44.39740354494711;2.6055398921067487;56007.0;8.166666667;14.581510645097934
12208;Saint-Affrique;12;Occitanie;43.890685491895724;2.8574252510011875;22057.0;2.0;9.067416239742485
12224;Saint Geniez d'Olt et d'Aubrac;12;Occitanie;44.48536879625457;2.99666913832235;3969.0;0.0;0.0
12270;Sévérac d'Aveyron;12;Occitanie;44.31203484068162;3.1352990398054508;5091.0;0.0;0.0
12300;Villefranche-de-Rouergue;12;Occitanie;44.33041644745392;2.009126041186786;29422.0;3.0;10.196451634831078
13001;Aix-en-Provence;13;Provence-Alpes-Côte d'Azur;43.500807251837536;5.4733381716671285;362569.0;45.583333322;12.57231956455185
13004;Arles;13;Provence-Alpes-Côte d'Azur;43.56166424997424;4.660765384808029;58062.0;7.958333332;13.706612469429231
13022;Cassis;13;Provence-Alpes-Côte d'Azur;43.23910119634204;5.589590278991076;19332.0;0.333333333;1.724256843575419
13035;Eyguières;13;Provence-Alpes-Côte d'Azur;43.70312193317077;5.015190993923681;7119.0;0.0;0.0
13037;La Fare-les-Oliviers;13;Provence-Alpes-Côte d'Azur;43.55416406497209;5.202831455649173;9039.0;0.0;0.0
13047;Istres;13;Provence-Alpes-Côte d'Azur;43.50864081545099;4.931402677502725;60154.0;1.333333336;2.21653312497922
13050;Lambesc;13;Provence-Alpes-Côte d'Azur;43.65171077249073;5.300722144625321;20814.0;1.25;6.005573171903526
13051;Lançon-Provence;13;Provence-Alpes-Côte d'Azur;43.576325882085726;5.1610340945808275;9915.0;0.0;0.0
13053;Mallemort;13;Provence-Alpes-Côte d'Azur;43.73329707881311;5.202815723329698;17001.0;0.0;0.0
13054;Marignane;13;Provence-Alpes-Côte d'Azur;43.39992391144216;5.187401129984267;69220.0;6.083333336;8.788404125975152
13055;Marseille;13;Provence-Alpes-Côte d'Azur;43.32971329058843;5.545500390738473;1080313.0;106.499999985;9.858254041652744
13056;Martigues;13;Provence-Alpes-Côte d'Azur;43.39984290214375;5.036837591279269;70275.0;4.083333336;5.81050634791889
13063;Miramas;13;Provence-Alpes-Côte d'Azur;43.56625694395932;5.053009048988444;36546.0;0.75;2.052208175997373
13074;Peyrolles-en-Provence;13;Provence-Alpes-Côte d'Azur;43.647455905368716;5.6341742139025035;11406.0;0.0;0.0
13078;Port-Saint-Louis-du-Rhône;13;Provence-Alpes-Côte d'Azur;43.4161553001306;4.806025822003531;8573.0;0.0;0.0
13080;Le Puy-Sainte-Réparade;13;Provence-Alpes-Côte d'Azur;43.65788375156522;5.432853130505715;6292.0;0.0;0.0
13084;La Roque-d'Anthéron;84;Provence-Alpes-Côte d'Azur;43.74479265111793;5.338645200180516;15628.0;1.0;6.39877143588431
13088;Le Rove;13;Provence-Alpes-Côte d'Azur;43.35896394869555;5.22301888794913;11003.0;0.0;0.0
13096;Saintes-Maries-de-la-Mer;13;Provence-Alpes-Côte d'Azur;43.503855446546936;4.464429366504564;2433.0;0.0;0.0
13097;Saint-Martin-de-Crau;13;Provence-Alpes-Côte d'Azur;43.6490073508838;4.857151799437738;23975.0;1.5;6.256517205422314
13100;Saint-Rémy-de-Provence;13;Provence-Alpes-Côte d'Azur;43.784676800207706;4.8545631619313525;10163.0;3.0;29.518842861359833
13103;Salon-de-Provence;13;Provence-Alpes-Côte d'Azur;43.63687137187389;5.103929512574918;62191.0;9.333333333;15.007530563907961
13104;Sausset-les-Pins;13;Provence-Alpes-Côte d'Azur;43.34491285888995;5.133087731918513;13276.0;2.0;15.064778547755347
13105;Sénas;13;Provence-Alpes-Côte d'Azur;43.730904469082546;5.086537703389954;9022.0;0.0;0.0
14020;Argences;14;Normandie;49.10166416882071;-0.1746512320117845;15166.0;0.0;0.0
14027;Les Monts d'Aunay;14;Non renseigné;49.00806400601056;-0.6401553313157262;7783.0;0.0;0.0
14047;Bayeux;14;Normandie;49.260230118559704;-0.7863621863278762;51349.0;2.0;3.8949151882217765
14118;Caen;14;Normandie;49.17257775833873;-0.38507809661840725;292114.0;22.533333331;7.713883391758013
14174;Condé-en-Normandie;14;Normandie;48.87449115245662;-0.5090167417267754;14574.0;0.0;0.0
14191;Courseulles-sur-Mer;14;Normandie;49.29531572098842;-0.510600077765771;16829.0;0.0;0.0
14225;Dives-sur-Mer;14;Normandie;49.236618891034546;-0.06592740305906447;21663.0;0.25;1.1540414531689978
14228;Douvres-la-Délivrande;14;Normandie;49.281574067663385;-0.3807580649564574;21721.0;0.0;0.0
14257;Évrecy;14;Normandie;49.08082640337783;-0.496447913160418;9118.0;0.0;0.0
14258;Falaise;14;Normandie;48.87844196675081;-0.22652708894964563;32385.0;0.0;0.0
14333;Honfleur;14;Normandie;49.3810300049981;0.23942464403063654;18082.0;1.666666667;9.217269477933858
14342;Isigny-sur-Mer;14;Normandie;49.3241688545263;-1.0515982755208895;7033.0;0.0;0.0
14366;Lisieux;14;Normandie;49.13877965895153;0.2334774002550934;44729.0;4.666666667;10.433201428603368
14371;Livarot-Pays-d'Auge;14;Normandie;49.004772354795335;0.22220616400096027;6373.0;0.0;0.0
14431;Mézidon Vallée d'Auge;14;Normandie;49.08631724594628;-0.026874815356995096;11696.0;0.0;0.0
14478;Orbec;14;Non renseigné;49.012117378630066;0.4118300157826081;5991.0;0.0;0.0
14488;Ouistreham;14;Normandie;49.275270053280906;-0.28849563314458465;16239.0;0.0;0.0
14514;Pont-l'Évêque;14;Normandie;49.25666849501666;0.15975156012424804;14371.0;0.0;0.0
14654;Saint-Pierre-en-Auge;14;Normandie;48.985127929919976;-0.018654816444377394;9839.0;0.0;0.0
14689;Thury-Harcourt-le-Hom;14;Normandie;48.99069390137714;-0.4401947474694065;14117.0;0.0;0.0
14712;Troarn;14;Normandie;49.18423041837469;-0.17724481149789142;7403.0;0.0;0.0
14715;Trouville-sur-Mer;14;Normandie;49.330981575432475;0.07162384591980372;21045.0;3.833333333;18.214936246139224
14752;Villers-Bocage;14;Normandie;49.090857467738275;-0.7300429174576268;18287.0;1.0;5.468365505550391
14762;Vire Normandie;14;Normandie;48.87987995548721;-0.857935641769123;39521.0;2.666666666;6.747467589382858
15014;Aurillac;15;Auvergne-Rhône-Alpes;44.91399535599516;2.3776345781639545;71037.0;3.0;4.223151315511635
15119;Massiac;15;Auvergne-Rhône-Alpes;45.25850613849631;3.138562623232435;4761.0;0.0;0.0
15120;Mauriac;15;Auvergne-Rhône-Alpes;45.183884234234995;2.36529029652266;13699.0;1.0;7.299802905321556
15122;Maurs;15;Auvergne-Rhône-Alpes;44.72074557859464;2.2392577737213233;9049.0;0.0;0.0
15138;Murat;15;Auvergne-Rhône-Alpes;45.16556268709622;2.907351284920061;7799.0;0.0;0.0
15162;Riom-ès-Montagnes;15;Auvergne-Rhône-Alpes;45.304483356724496;2.7314682103638743;8044.0;0.0;0.0
15187;Saint-Flour;15;Auvergne-Rhône-Alpes;44.981467488272344;3.050852408098893;21399.0;0.0;0.0
15258;Vic-sur-Cère;15;Auvergne-Rhône-Alpes;44.99855817716525;2.6509547747161863;4077.0;0.0;0.0
16015;Angoulême;16;Nouvelle-Aquitaine;45.57704354025153;0.19728705628512902;138356.0;5.499999999;3.97525224710168
16028;Barbezieux-Saint-Hilaire;16;Nouvelle-Aquitaine;45.45441865222143;-0.18630702000004484;20435.0;2.267857143;11.097906253976022
16070;Chabanais;16;Nouvelle-Aquitaine;45.87885892714515;0.6673467563632701;11083.0;0.0;0.0
16073;Chalais;16;Nouvelle-Aquitaine;45.32918161828569;0.057748278655436455;11127.0;0.0;0.0
16078;Champniers;16;Nouvelle-Aquitaine;45.76453503160329;0.1762319449061248;20786.0;0.0;0.0
16085;Chasseneuil-sur-Bonnieure;16;Nouvelle-Aquitaine;45.83323719436006;0.49768927848578803;10822.0;0.0;0.0
16090;Châteauneuf-sur-Charente;16;Nouvelle-Aquitaine;45.53258814005079;-0.02026303218076767;10434.0;0.0;0.0
16102;Cognac;16;Nouvelle-Aquitaine;45.708165993725785;-0.3540669307251654;44399.0;4.2;9.459672515146739
16106;Confolens;16;Nouvelle-Aquitaine;46.04796476729023;0.655706888625925;11121.0;0.677777778;6.094575829511735
16167;Jarnac;16;Nouvelle-Aquitaine;45.75138148297472;-0.09656108091541096;23003.0;0.0;0.0
16206;Mansle-les-Fontaines;16;Nouvelle-Aquitaine;45.89989437946843;0.10578587386286677;12981.0;0.0;0.0
16281;La Rochefoucauld-en-Angoumois;16;Nouvelle-Aquitaine;45.70803772884482;0.4237200019261558;22338.0;1.333333332;5.968902014504432
16292;Ruffec;16;Nouvelle-Aquitaine;46.00493975477812;0.2292726909066055;15494.0;0.0;0.0
16366;Segonzac;16;Nouvelle-Aquitaine;45.58810058376569;-0.22500068200359213;4942.0;0.0;0.0
17003;Aigrefeuille-d'Aunis;17;Nouvelle-Aquitaine;46.10338765820924;-0.9317872634970119;24897.0;0.0;0.0
17024;Aulnay;17;Nouvelle-Aquitaine;46.01896214849582;-0.320537077525473;5491.0;0.0;0.0
17093;Le Château-d'Oléron;17;Nouvelle-Aquitaine;45.85644616809202;-1.2261797355468564;6595.0;0.0;0.0
17131;Cozes;17;Nouvelle-Aquitaine;45.568858054151654;-0.8221165376127361;13686.0;0.0;0.0
17140;Dolus-d'Oléron;17;Nouvelle-Aquitaine;45.90910646344431;-1.2574628663049725;3199.0;0.0;0.0
17161;La Flotte;17;Nouvelle-Aquitaine;46.19646759501188;-1.409757368443976;17961.0;1.0;5.567618729469405
17168;Fouras;17;Nouvelle-Aquitaine;45.98662149406334;-1.0420338345526694;6633.0;0.0;0.0
17172;Gémozac;17;Nouvelle-Aquitaine;45.5725012350538;-0.6710572462296684;7949.0;0.0;0.0
17197;Jonzac;17;Nouvelle-Aquitaine;45.45607000048884;-0.506992602548468;22528.0;0.458333333;2.0345052068536935
17218;Marans;17;Nouvelle-Aquitaine;46.3244372694447;-0.985280825854156;18207.0;0.333333333;1.8307976767177458
17219;Marennes-Hiers-Brouage;17;Nouvelle-Aquitaine;45.82007545295134;-1.0714929636605903;11785.0;0.0;0.0
17224;Matha;17;Nouvelle-Aquitaine;45.87280533742957;-0.26353309511761047;11796.0;0.0;0.0
17236;Mirambeau;17;Nouvelle-Aquitaine;45.38292174742392;-0.578653880021374;4320.0;0.0;0.0
17240;Montendre;17;Nouvelle-Aquitaine;45.2788638167095;-0.3960178610074002;10214.0;0.0;0.0
17241;Montguyon;17;Nouvelle-Aquitaine;45.221401871106025;-0.21943468446254547;11591.0;0.0;0.0
17283;Pons;17;Nouvelle-Aquitaine;45.593670007834874;-0.5028031303369673;11407.0;0.0;0.0
17299;Rochefort;17;Nouvelle-Aquitaine;45.91612006488718;-0.8809510590829899;68012.0;3.633333333;5.342194514203376
17300;La Rochelle;17;Nouvelle-Aquitaine;46.164871760788074;-1.064306109258495;179466.0;22.049999994;12.286449797733274
17306;Royan;17;Nouvelle-Aquitaine;45.65170929391998;-1.021592228368072;47609.0;5.3499999990000005;11.237371083198557
17347;Saint-Jean-d'Angély;17;Nouvelle-Aquitaine;45.960048867753045;-0.5226454855764013;21685.0;2.0;9.222965183306433
17385;Saint-Pierre-d'Oléron;17;Nouvelle-Aquitaine;45.968485629078124;-1.3239317986375487;12774.0;0.0;0.0
17397;Saint-Savinien;17;Nouvelle-Aquitaine;45.886858532624586;-0.6612458394790847;3447.0;0.0;0.0
17415;Saintes;17;Nouvelle-Aquitaine;45.757385661955254;-0.6561230095468765;71868.0;4.4;6.122335392664329
17421;Saujon;17;Nouvelle-Aquitaine;45.71610217774005;-0.9102961645521913;20266.0;0.0;0.0
17434;Surgères;17;Nouvelle-Aquitaine;46.14812485006052;-0.7509255030638983;40334.0;1.749999999;4.338771257499876
17452;La Tremblade;17;Nouvelle-Aquitaine;45.739652690149235;-1.159860016203352;15268.0;0.0;0.0
18015;Aubigny-sur-Nère;18;Centre-Val de Loire;47.4704747866695;2.415656106765945;14697.0;0.0;0.0
18033;Bourges;18;Centre-Val de Loire;47.0968407902107;2.5405066372343224;120027.0;7.666666666;6.387451711698201
18057;Châteaumeillant;18;Centre-Val de Loire;46.574463949201906;2.2671039700817834;6233.0;0.0;0.0
18087;Dun-sur-Auron;18;Centre-Val de Loire;46.89261491876802;2.624155119737801;7062.0;0.0;0.0
18108;La Guerche-sur-l'Aubois;18;Centre-Val de Loire;46.96355603858478;2.8672087131637753;8109.0;0.0;0.0
18109;Henrichemont-Menetou-Salon;18;Centre-Val de Loire;47.31972521635972;2.519409985469904;4576.0;0.0;0.0
18127;Lignières;18;Centre-Val de Loire;46.7618543412894;2.1497435977079853;4066.0;0.0;0.0
18141;Mehun-sur-Yèvre;18;Centre-Val de Loire;47.12231083424647;2.2122583302352092;14920.0;0.0;0.0
18197;Saint-Amand-Montrond;18;Centre-Val de Loire;46.724600379805125;2.5347308934603596;31526.0;2.0;6.343970056461333
18207;Saint-Florent-sur-Cher;18;Centre-Val de Loire;46.96862560308701;2.220436010413681;12425.0;0.0;0.0
18223;Saint-Martin-d'Auxigny;18;Non renseigné;47.21710508087765;2.4191571940645784;5082.0;0.0;0.0
18242;Sancoins;18;Centre-Val de Loire;46.77993142429071;2.9113223080330113;8555.0;0.0;0.0
18279;Vierzon;18;Centre-Val de Loire;47.23136260362917;2.0279168738030964;43284.0;0.0;0.0
19010;Argentat-sur-Dordogne;19;Nouvelle-Aquitaine;45.09950274340994;2.002130865126303;10085.0;0.0;0.0
19028;Bort-les-Orgues;19;Nouvelle-Aquitaine;45.394844665720406;2.4979519926001355;12434.0;0.0;0.0
19031;Brive-la-Gaillarde;19;Nouvelle-Aquitaine;45.13599086054739;1.535258090743325;105011.0;8.999999998;8.570530704402396
19073;Égletons;19;Nouvelle-Aquitaine;45.35640311278909;2.050064153346224;9979.0;0.0;0.0
19121;Lubersac;19;Nouvelle-Aquitaine;45.42883496598248;1.3807424014420615;7274.0;0.333333333;4.582531385757493
19138;Meyssac;19;Nouvelle-Aquitaine;45.04056825809099;1.67323851642582;6640.0;0.0;0.0
19153;Objat;19;Nouvelle-Aquitaine;45.2850224225607;1.3467518138832058;12624.0;0.0;0.0
19255;Seilhac;19;Nouvelle-Aquitaine;45.4018332336335;1.7067444883435947;7572.0;0.0;0.0
19272;Tulle;19;Nouvelle-Aquitaine;45.29620199915448;1.8203458245724093;34563.0;3.833333333;11.090858238578829
19275;Ussel;19;Nouvelle-Aquitaine;45.578783058271384;2.2825750498392123;28664.0;1.646825397;5.745274201088473
19276;Uzerche;19;Nouvelle-Aquitaine;45.45208393927598;1.564548617421541;9627.0;0.0;0.0
21023;Arnay-le-Duc;21;Bourgogne-Franche-Comté;47.13188655100778;4.4571642522592745;4797.0;0.0;0.0
21038;Auxonne;21;Bourgogne-Franche-Comté;47.246486762514444;5.405058591937385;22218.0;0.333333333;1.5002850526600056
21054;Beaune;21;Bourgogne-Franche-Comté;47.05085116449293;4.806151111247539;43843.0;1.333333333;3.041154421458385
21154;Châtillon-sur-Seine;21;Bourgogne-Franche-Comté;47.831652115210844;4.650158210509818;17686.0;0.0;0.0
21231;Dijon;21;Bourgogne-Franche-Comté;47.35402718863566;4.919912136495907;311165.0;27.749999995;8.918098113541047
21292;Genlis;21;Bourgogne-Franche-Comté;47.17879802258261;5.209337768626321;40921.0;0.0;0.0
21317;Is-sur-Tille;21;Bourgogne-Franche-Comté;47.60974342802058;5.195205169268987;30993.0;0.75;2.4199012680282648
21416;Mirebeau-sur-Bèze;21;Non renseigné;47.405965261846944;5.3326762996162325;3403.0;0.0;0.0
21425;Montbard;21;Bourgogne-Franche-Comté;47.65957027842413;4.3495521640422;9549.0;0.5;5.2361503822389786
21464;Nuits-Saint-Georges;21;Bourgogne-Franche-Comté;47.13793752925163;4.955238897012048;14457.0;0.25;1.729266099467386
21501;Pouilly-en-Auxois;21;Bourgogne-Franche-Comté;47.29598449148178;4.546126518251323;8266.0;0.0;0.0
21584;Saulieu;21;Bourgogne-Franche-Comté;47.240185370229575;4.185017446283181;9664.0;0.0;0.0
21603;Semur-en-Auxois;21;Bourgogne-Franche-Comté;47.46261681863384;4.297220258374471;12080.0;0.0;0.0
21607;Seurre;21;Bourgogne-Franche-Comté;47.00671167047975;5.1436170785495126;9474.0;0.0;0.0
21663;Venarey-les-Laumes;21;Bourgogne-Franche-Comté;47.554640377560204;4.5675963267864805;8637.0;0.0;0.0
22004;Bégard;22;Bretagne;48.57749363902063;-3.377453059957311;19159.0;0.0;0.0
22020;Broons;22;Bretagne;48.295147361438936;-2.237643737419184;14295.0;0.0;0.0
22025;Callac;22;Bretagne;48.41088606678297;-3.412489323543034;5635.0;0.0;0.0
22050;Dinan;22;Bretagne;48.431797892711906;-2.0392067414146613;79415.0;3.083333333;3.8825578706793427
22054;Erquy;22;Bretagne;48.622359655811344;-2.4010807453638603;8680.0;0.0;0.0
22055;Binic-Étables-sur-Mer;22;Bretagne;48.62654544115552;-2.871716061127367;15047.0;0.5;3.3229215125938727
22070;Guingamp;22;Bretagne;48.5286254376851;-3.1673167024072812;37301.0;1.0;2.6808932736387767
22093;Lamballe-Armor;22;Bretagne;48.39823414970673;-2.487301944057587;47704.0;2.95;6.183967801442228
22113;Lannion;22;Bretagne;48.70579924105209;-3.464555020776679;64553.0;4.45;6.89356033027125
22121;Lanvollon;22;Bretagne;48.63100065764829;-3.000465721540645;8765.0;0.0;0.0
22136;Loudéac;22;Bretagne;48.17484957129932;-2.720641796274277;39967.0;1.0;2.502064202967448
22143;Matignon;22;Bretagne;48.57713754623127;-2.317936637361838;8776.0;0.0;0.0
22147;Merdrignac;22;Bretagne;48.17550602120325;-2.420445587240901;7111.0;0.0;0.0
22162;Paimpol;22;Bretagne;48.74556497238599;-3.0636709486337796;23027.0;0.5;2.1713640508967735
22172;Plancoët;22;Bretagne;48.50033702483621;-2.2351351013422804;13037.0;0.0;0.0
22186;Pléneuf-Val-André;22;Bretagne;48.56530051090213;-2.5172160386429896;6385.0;0.0;0.0
22194;Plestin-les-Grèves;22;Bretagne;48.629089549530875;-3.606683151064758;4577.0;0.0;0.0
22203;Plœuc-L'Hermitage;22;Bretagne;48.33992134101017;-2.756557512802341;5681.0;0.0;0.0
22206;Châtelaudren-Plouagat;22;Bretagne;48.52053612423175;-2.9780270532086885;12115.0;0.0;0.0
22222;Plouha;22;Bretagne;48.683959515351425;-2.934333499387026;4886.0;0.0;0.0
22262;Quintin;22;Bretagne;48.396681998936664;-2.9180455486041064;16205.0;0.0;0.0
